comp_id,smiles,quote_id,quote_entry,quote_price_USD,quote_amount_mg,quote_catalogue,tags,#curated YES,#curated NO,#curated INTERESTING
55262,COC(=O)C1=CC(=NN1C)NC(=O)NC[C@H](C)O,,Z9471938626,$264.00 USD,10.0,sRDB,LCD curated YES; Fragmenstein placed; acceptable; JA curated NO; Green Site/RNA tunnel merge; LCD curated INTERESTING; Knitwork pure merge,1,1,1
40440,CN1C=CC=2C=C(C=CC21)S(=O)(=O)NC=3C=CC=4OC=CC4C3,,Z9471938630,$264.00 USD,10.0,sRDB,LCD curated YES; Fragmenstein placed; acceptable; JA curated NO; Green Site/RNA tunnel merge; Knitwork pure merge,1,1,0
27764,C1=CC=2C=CC(=CC2N1)C3=COC=N3,,Z9471938635,$264.00 USD,10.0,sRDB,Fragmenstein; acceptable; RdRp_knitwork_green_site_rna_tunnel_impure_fragalysis.sdf Pose OK; Knitwork pure merge; Knitwork impure merge; Fragmenstein placed; Primer grip/N-pocket merge; Green Site/RNA tunnel merge; LCD curated INTERESTING,0,0,1
55410,O=S(=O)(NCC1=NOC=2C=CC=CC12)C3=COC=4C=CC=CC34,,Z9471938640,$264.00 USD,10.0,sRDB,Knitwork impure merge; Fragmenstein placed; acceptable; Green Site/RNA tunnel merge; RdRp_knitwork_green_site_rna_tunnel_impure_fragalysis.sdf Pose OK; LCD curated INTERESTING,0,0,1
55870,CC=1OC=2C=CC=CC2C1CCNC3=NC=CN4C=CC=C34,,Z9471938641,$264.00 USD,10.0,sRDB,Knitwork impure merge; Fragmenstein placed; acceptable; Green Site/RNA tunnel merge; RdRp_knitwork_green_site_rna_tunnel_impure_fragalysis.sdf Pose OK; LCD curated INTERESTING,0,0,1
49938,C1=NC=2C(=CC=CC2O1)C3=CSC=N3,,Z9471938651,$264.00 USD,10.0,sRDB,LCD curated YES; Knitwork impure merge; Fragmenstein placed; acceptable; Green Site/RNA tunnel merge; RdRp_knitwork_green_site_rna_tunnel_impure_fragalysis.sdf Pose OK,1,0,0
60687,CC=1OC=2C=CC=CC2C1C(=O)OCC=3C=CN4N=CN=C4C3,,Z9471938654,$264.00 USD,10.0,sRDB,LCD curated YES; Knitwork impure merge; Fragmenstein placed; acceptable; Green Site/RNA tunnel merge; RdRp_knitwork_green_site_rna_tunnel_impure_fragalysis.sdf Pose OK,1,0,0
60663,C1=CC=2C=C(C=CC2O1)CNC=3C=CC4=NC=NN4C3,,Z9471938662,$264.00 USD,10.0,sRDB,LCD curated YES; Knitwork impure merge; Fragmenstein placed; acceptable; Green Site/RNA tunnel merge; RdRp_knitwork_green_site_rna_tunnel_impure_fragalysis.sdf Pose OK,1,0,0
65250,CC(C)(CS(=O)(=O)N1CCCC=2C=CC=CC21)C(F)F,,Z3402390089,$394.00 USD,10.0,mRDB,LCD curated YES; Knitwork impure merge; Fragmenstein placed; acceptable; Green Site/RNA tunnel merge; RdRp_knitwork_green_site_rna_tunnel_impure_fragalysis.sdf Pose OK,1,0,0
30433,C1=CC=2N=C(C=CC2O1)CNC3(CC3)C=4C=CC=CN4,,Z4482242894,$394.00 USD,10.0,mRDB,Fragmenstein; acceptable; RdRp_knitwork_green_site_rna_tunnel_impure_fragalysis.sdf Pose OK; Knitwork pure merge; Knitwork impure merge; Fragmenstein placed; Green Site/RNA tunnel merge; LCD curated INTERESTING,0,0,1
3977,CC[C@@H](NS(=O)(=O)C1=COC2=CC=CC=C12)C(C)C,,Z9471938609,$394.00 USD,10.0,mRDB,Knitwork impure merge; DF curated NO; Fragmenstein placed; Green Site/RNA tunnel merge; Knitwork pure merge,0,1,0
